Window	Chr	Chr_start	Chr_end	Track	Density
1400	Supercontig_1.4	495000	505000	Genes	5
1400	Supercontig_1.4	495000	505000	PopA.INDEL.fixed	0
1400	Supercontig_1.4	495000	505000	PopA.INDEL.lungonly	1
1400	Supercontig_1.4	495000	505000	PopA.SNP.fixed	3
1400	Supercontig_1.4	495000	505000	PopA.SNP.lungonly	0
1400	Supercontig_1.4	495000	505000	repeats	0
1401	Supercontig_1.4	500000	510000	Genes	4
1401	Supercontig_1.4	500000	510000	PopA.INDEL.fixed	0
1401	Supercontig_1.4	500000	510000	PopA.INDEL.lungonly	0
1401	Supercontig_1.4	500000	510000	PopA.SNP.fixed	3
1401	Supercontig_1.4	500000	510000	PopA.SNP.lungonly	0
1401	Supercontig_1.4	500000	510000	repeats	0
1402	Supercontig_1.4	505000	515000	Genes	6
1402	Supercontig_1.4	505000	515000	PopA.INDEL.fixed	0
1402	Supercontig_1.4	505000	515000	PopA.INDEL.lungonly	0
1402	Supercontig_1.4	505000	515000	PopA.SNP.fixed	1
1402	Supercontig_1.4	505000	515000	PopA.SNP.lungonly	0
1402	Supercontig_1.4	505000	515000	repeats	0
1403	Supercontig_1.4	510000	520000	Genes	7
1403	Supercontig_1.4	510000	520000	PopA.INDEL.fixed	0
1403	Supercontig_1.4	510000	520000	PopA.INDEL.lungonly	0
1403	Supercontig_1.4	510000	520000	PopA.SNP.fixed	1
1403	Supercontig_1.4	510000	520000	PopA.SNP.lungonly	0
1403	Supercontig_1.4	510000	520000	repeats	0
1404	Supercontig_1.4	515000	525000	Genes	7
1404	Supercontig_1.4	515000	525000	PopA.INDEL.fixed	0
1404	Supercontig_1.4	515000	525000	PopA.INDEL.lungonly	1
1404	Supercontig_1.4	515000	525000	PopA.SNP.fixed	1
1404	Supercontig_1.4	515000	525000	PopA.SNP.lungonly	0
1404	Supercontig_1.4	515000	525000	repeats	0
1405	Supercontig_1.4	520000	530000	Genes	7
1405	Supercontig_1.4	520000	530000	PopA.INDEL.fixed	1
1405	Supercontig_1.4	520000	530000	PopA.INDEL.lungonly	1
1405	Supercontig_1.4	520000	530000	PopA.SNP.fixed	1
1405	Supercontig_1.4	520000	530000	PopA.SNP.lungonly	0
1405	Supercontig_1.4	520000	530000	repeats	0
1406	Supercontig_1.4	525000	535000	Genes	6
1406	Supercontig_1.4	525000	535000	PopA.INDEL.fixed	1
1406	Supercontig_1.4	525000	535000	PopA.INDEL.lungonly	1
1406	Supercontig_1.4	525000	535000	PopA.SNP.fixed	2
1406	Supercontig_1.4	525000	535000	PopA.SNP.lungonly	0
1406	Supercontig_1.4	525000	535000	repeats	0
1407	Supercontig_1.4	530000	540000	Genes	5
1407	Supercontig_1.4	530000	540000	PopA.INDEL.fixed	0
1407	Supercontig_1.4	530000	540000	PopA.INDEL.lungonly	1
1407	Supercontig_1.4	530000	540000	PopA.SNP.fixed	2
1407	Supercontig_1.4	530000	540000	PopA.SNP.lungonly	0
1407	Supercontig_1.4	530000	540000	repeats	0
1408	Supercontig_1.4	535000	545000	Genes	7
1408	Supercontig_1.4	535000	545000	PopA.INDEL.fixed	0
1408	Supercontig_1.4	535000	545000	PopA.INDEL.lungonly	0
1408	Supercontig_1.4	535000	545000	PopA.SNP.fixed	1
1408	Supercontig_1.4	535000	545000	PopA.SNP.lungonly	0
1408	Supercontig_1.4	535000	545000	repeats	0
1409	Supercontig_1.4	540000	550000	Genes	7
1409	Supercontig_1.4	540000	550000	PopA.INDEL.fixed	5
1409	Supercontig_1.4	540000	550000	PopA.INDEL.lungonly	0
1409	Supercontig_1.4	540000	550000	PopA.SNP.fixed	11
1409	Supercontig_1.4	540000	550000	PopA.SNP.lungonly	0
1409	Supercontig_1.4	540000	550000	repeats	2
1410	Supercontig_1.4	545000	555000	Genes	7
1410	Supercontig_1.4	545000	555000	PopA.INDEL.fixed	14
1410	Supercontig_1.4	545000	555000	PopA.INDEL.lungonly	0
1410	Supercontig_1.4	545000	555000	PopA.SNP.fixed	126
1410	Supercontig_1.4	545000	555000	PopA.SNP.lungonly	1
1410	Supercontig_1.4	545000	555000	repeats	2
1411	Supercontig_1.4	550000	560000	Genes	8
1411	Supercontig_1.4	550000	560000	PopA.INDEL.fixed	12
1411	Supercontig_1.4	550000	560000	PopA.INDEL.lungonly	0
1411	Supercontig_1.4	550000	560000	PopA.SNP.fixed	169
1411	Supercontig_1.4	550000	560000	PopA.SNP.lungonly	1
1411	Supercontig_1.4	550000	560000	repeats	0
1412	Supercontig_1.4	555000	565000	Genes	9
1412	Supercontig_1.4	555000	565000	PopA.INDEL.fixed	14
1412	Supercontig_1.4	555000	565000	PopA.INDEL.lungonly	0
1412	Supercontig_1.4	555000	565000	PopA.SNP.fixed	92
1412	Supercontig_1.4	555000	565000	PopA.SNP.lungonly	1
1412	Supercontig_1.4	555000	565000	repeats	0
1413	Supercontig_1.4	560000	570000	Genes	6
1413	Supercontig_1.4	560000	570000	PopA.INDEL.fixed	14
1413	Supercontig_1.4	560000	570000	PopA.INDEL.lungonly	0
1413	Supercontig_1.4	560000	570000	PopA.SNP.fixed	57
1413	Supercontig_1.4	560000	570000	PopA.SNP.lungonly	1
1413	Supercontig_1.4	560000	570000	repeats	0
1414	Supercontig_1.4	565000	575000	Genes	5
1414	Supercontig_1.4	565000	575000	PopA.INDEL.fixed	17
1414	Supercontig_1.4	565000	575000	PopA.INDEL.lungonly	0
1414	Supercontig_1.4	565000	575000	PopA.SNP.fixed	72
1414	Supercontig_1.4	565000	575000	PopA.SNP.lungonly	0
1414	Supercontig_1.4	565000	575000	repeats	0
1415	Supercontig_1.4	570000	580000	Genes	9
1415	Supercontig_1.4	570000	580000	PopA.INDEL.fixed	17
1415	Supercontig_1.4	570000	580000	PopA.INDEL.lungonly	0
1415	Supercontig_1.4	570000	580000	PopA.SNP.fixed	94
1415	Supercontig_1.4	570000	580000	PopA.SNP.lungonly	0
1415	Supercontig_1.4	570000	580000	repeats	0
1416	Supercontig_1.4	575000	585000	Genes	9
1416	Supercontig_1.4	575000	585000	PopA.INDEL.fixed	10
1416	Supercontig_1.4	575000	585000	PopA.INDEL.lungonly	1
1416	Supercontig_1.4	575000	585000	PopA.SNP.fixed	98
1416	Supercontig_1.4	575000	585000	PopA.SNP.lungonly	1
1416	Supercontig_1.4	575000	585000	repeats	0
1417	Supercontig_1.4	580000	590000	Genes	5
1417	Supercontig_1.4	580000	590000	PopA.INDEL.fixed	15
1417	Supercontig_1.4	580000	590000	PopA.INDEL.lungonly	1
1417	Supercontig_1.4	580000	590000	PopA.SNP.fixed	126
1417	Supercontig_1.4	580000	590000	PopA.SNP.lungonly	1
1417	Supercontig_1.4	580000	590000	repeats	0
1418	Supercontig_1.4	585000	595000	Genes	6
1418	Supercontig_1.4	585000	595000	PopA.INDEL.fixed	23
1418	Supercontig_1.4	585000	595000	PopA.INDEL.lungonly	1
1418	Supercontig_1.4	585000	595000	PopA.SNP.fixed	124
1418	Supercontig_1.4	585000	595000	PopA.SNP.lungonly	1
1418	Supercontig_1.4	585000	595000	repeats	0
1419	Supercontig_1.4	590000	600000	Genes	7
1419	Supercontig_1.4	590000	600000	PopA.INDEL.fixed	17
1419	Supercontig_1.4	590000	600000	PopA.INDEL.lungonly	1
1419	Supercontig_1.4	590000	600000	PopA.SNP.fixed	97
1419	Supercontig_1.4	590000	600000	PopA.SNP.lungonly	1
1419	Supercontig_1.4	590000	600000	repeats	0
1420	Supercontig_1.4	595000	605000	Genes	6
1420	Supercontig_1.4	595000	605000	PopA.INDEL.fixed	2
1420	Supercontig_1.4	595000	605000	PopA.INDEL.lungonly	0
1420	Supercontig_1.4	595000	605000	PopA.SNP.fixed	70
1420	Supercontig_1.4	595000	605000	PopA.SNP.lungonly	0
1420	Supercontig_1.4	595000	605000	repeats	1
1421	Supercontig_1.4	600000	610000	Genes	5
1421	Supercontig_1.4	600000	610000	PopA.INDEL.fixed	15
1421	Supercontig_1.4	600000	610000	PopA.INDEL.lungonly	0
1421	Supercontig_1.4	600000	610000	PopA.SNP.fixed	97
1421	Supercontig_1.4	600000	610000	PopA.SNP.lungonly	0
1421	Supercontig_1.4	600000	610000	repeats	1
1422	Supercontig_1.4	605000	615000	Genes	4
1422	Supercontig_1.4	605000	615000	PopA.INDEL.fixed	22
1422	Supercontig_1.4	605000	615000	PopA.INDEL.lungonly	0
1422	Supercontig_1.4	605000	615000	PopA.SNP.fixed	74
1422	Supercontig_1.4	605000	615000	PopA.SNP.lungonly	0
1422	Supercontig_1.4	605000	615000	repeats	0
1423	Supercontig_1.4	610000	620000	Genes	5
1423	Supercontig_1.4	610000	620000	PopA.INDEL.fixed	7
1423	Supercontig_1.4	610000	620000	PopA.INDEL.lungonly	0
1423	Supercontig_1.4	610000	620000	PopA.SNP.fixed	5
1423	Supercontig_1.4	610000	620000	PopA.SNP.lungonly	0
1423	Supercontig_1.4	610000	620000	repeats	0
1424	Supercontig_1.4	615000	625000	Genes	6
1424	Supercontig_1.4	615000	625000	PopA.INDEL.fixed	0
1424	Supercontig_1.4	615000	625000	PopA.INDEL.lungonly	0
1424	Supercontig_1.4	615000	625000	PopA.SNP.fixed	2
1424	Supercontig_1.4	615000	625000	PopA.SNP.lungonly	0
1424	Supercontig_1.4	615000	625000	repeats	0
1425	Supercontig_1.4	620000	630000	Genes	5
1425	Supercontig_1.4	620000	630000	PopA.INDEL.fixed	0
1425	Supercontig_1.4	620000	630000	PopA.INDEL.lungonly	0
1425	Supercontig_1.4	620000	630000	PopA.SNP.fixed	2
1425	Supercontig_1.4	620000	630000	PopA.SNP.lungonly	0
1425	Supercontig_1.4	620000	630000	repeats	0
1426	Supercontig_1.4	625000	635000	Genes	5
1426	Supercontig_1.4	625000	635000	PopA.INDEL.fixed	0
1426	Supercontig_1.4	625000	635000	PopA.INDEL.lungonly	0
1426	Supercontig_1.4	625000	635000	PopA.SNP.fixed	2
1426	Supercontig_1.4	625000	635000	PopA.SNP.lungonly	1
1426	Supercontig_1.4	625000	635000	repeats	0
1427	Supercontig_1.4	630000	640000	Genes	9
1427	Supercontig_1.4	630000	640000	PopA.INDEL.fixed	2
1427	Supercontig_1.4	630000	640000	PopA.INDEL.lungonly	0
1427	Supercontig_1.4	630000	640000	PopA.SNP.fixed	63
1427	Supercontig_1.4	630000	640000	PopA.SNP.lungonly	1
1427	Supercontig_1.4	630000	640000	repeats	0
1428	Supercontig_1.4	635000	645000	Genes	7
1428	Supercontig_1.4	635000	645000	PopA.INDEL.fixed	15
1428	Supercontig_1.4	635000	645000	PopA.INDEL.lungonly	1
1428	Supercontig_1.4	635000	645000	PopA.SNP.fixed	101
1428	Supercontig_1.4	635000	645000	PopA.SNP.lungonly	0
1428	Supercontig_1.4	635000	645000	repeats	0
1429	Supercontig_1.4	640000	650000	Genes	4
1429	Supercontig_1.4	640000	650000	PopA.INDEL.fixed	16
1429	Supercontig_1.4	640000	650000	PopA.INDEL.lungonly	1
1429	Supercontig_1.4	640000	650000	PopA.SNP.fixed	59
1429	Supercontig_1.4	640000	650000	PopA.SNP.lungonly	0
1429	Supercontig_1.4	640000	650000	repeats	0
1430	Supercontig_1.4	645000	655000	Genes	4
1430	Supercontig_1.4	645000	655000	PopA.INDEL.fixed	3
1430	Supercontig_1.4	645000	655000	PopA.INDEL.lungonly	1
1430	Supercontig_1.4	645000	655000	PopA.SNP.fixed	28
1430	Supercontig_1.4	645000	655000	PopA.SNP.lungonly	0
1430	Supercontig_1.4	645000	655000	repeats	0
1431	Supercontig_1.4	650000	660000	Genes	4
1431	Supercontig_1.4	650000	660000	PopA.INDEL.fixed	5
1431	Supercontig_1.4	650000	660000	PopA.INDEL.lungonly	1
1431	Supercontig_1.4	650000	660000	PopA.SNP.fixed	126
1431	Supercontig_1.4	650000	660000	PopA.SNP.lungonly	0
1431	Supercontig_1.4	650000	660000	repeats	0
1432	Supercontig_1.4	655000	665000	Genes	4
1432	Supercontig_1.4	655000	665000	PopA.INDEL.fixed	7
1432	Supercontig_1.4	655000	665000	PopA.INDEL.lungonly	0
1432	Supercontig_1.4	655000	665000	PopA.SNP.fixed	233
1432	Supercontig_1.4	655000	665000	PopA.SNP.lungonly	0
1432	Supercontig_1.4	655000	665000	repeats	0
1433	Supercontig_1.4	660000	670000	Genes	6
1433	Supercontig_1.4	660000	670000	PopA.INDEL.fixed	8
1433	Supercontig_1.4	660000	670000	PopA.INDEL.lungonly	0
1433	Supercontig_1.4	660000	670000	PopA.SNP.fixed	233
1433	Supercontig_1.4	660000	670000	PopA.SNP.lungonly	0
1433	Supercontig_1.4	660000	670000	repeats	0
1434	Supercontig_1.4	665000	675000	Genes	9
1434	Supercontig_1.4	665000	675000	PopA.INDEL.fixed	13
1434	Supercontig_1.4	665000	675000	PopA.INDEL.lungonly	0
1434	Supercontig_1.4	665000	675000	PopA.SNP.fixed	223
1434	Supercontig_1.4	665000	675000	PopA.SNP.lungonly	0
1434	Supercontig_1.4	665000	675000	repeats	0
1435	Supercontig_1.4	670000	680000	Genes	9
1435	Supercontig_1.4	670000	680000	PopA.INDEL.fixed	21
1435	Supercontig_1.4	670000	680000	PopA.INDEL.lungonly	0
1435	Supercontig_1.4	670000	680000	PopA.SNP.fixed	215
1435	Supercontig_1.4	670000	680000	PopA.SNP.lungonly	0
1435	Supercontig_1.4	670000	680000	repeats	0
1436	Supercontig_1.4	675000	685000	Genes	9
1436	Supercontig_1.4	675000	685000	PopA.INDEL.fixed	18
1436	Supercontig_1.4	675000	685000	PopA.INDEL.lungonly	0
1436	Supercontig_1.4	675000	685000	PopA.SNP.fixed	206
1436	Supercontig_1.4	675000	685000	PopA.SNP.lungonly	1
1436	Supercontig_1.4	675000	685000	repeats	0
1437	Supercontig_1.4	680000	690000	Genes	8
1437	Supercontig_1.4	680000	690000	PopA.INDEL.fixed	4
1437	Supercontig_1.4	680000	690000	PopA.INDEL.lungonly	0
1437	Supercontig_1.4	680000	690000	PopA.SNP.fixed	97
1437	Supercontig_1.4	680000	690000	PopA.SNP.lungonly	1
1437	Supercontig_1.4	680000	690000	repeats	0
1438	Supercontig_1.4	685000	695000	Genes	5
1438	Supercontig_1.4	685000	695000	PopA.INDEL.fixed	0
1438	Supercontig_1.4	685000	695000	PopA.INDEL.lungonly	1
1438	Supercontig_1.4	685000	695000	PopA.SNP.fixed	0
1438	Supercontig_1.4	685000	695000	PopA.SNP.lungonly	0
1438	Supercontig_1.4	685000	695000	repeats	0
1439	Supercontig_1.4	690000	700000	Genes	5
1439	Supercontig_1.4	690000	700000	PopA.INDEL.fixed	1
1439	Supercontig_1.4	690000	700000	PopA.INDEL.lungonly	1
1439	Supercontig_1.4	690000	700000	PopA.SNP.fixed	0
1439	Supercontig_1.4	690000	700000	PopA.SNP.lungonly	0
1439	Supercontig_1.4	690000	700000	repeats	0
1440	Supercontig_1.4	695000	705000	Genes	7
1440	Supercontig_1.4	695000	705000	PopA.INDEL.fixed	1
1440	Supercontig_1.4	695000	705000	PopA.INDEL.lungonly	0
1440	Supercontig_1.4	695000	705000	PopA.SNP.fixed	0
1440	Supercontig_1.4	695000	705000	PopA.SNP.lungonly	0
1440	Supercontig_1.4	695000	705000	repeats	0
1441	Supercontig_1.4	700000	710000	Genes	5
1441	Supercontig_1.4	700000	710000	PopA.INDEL.fixed	0
1441	Supercontig_1.4	700000	710000	PopA.INDEL.lungonly	1
1441	Supercontig_1.4	700000	710000	PopA.SNP.fixed	0
1441	Supercontig_1.4	700000	710000	PopA.SNP.lungonly	0
1441	Supercontig_1.4	700000	710000	repeats	0
1442	Supercontig_1.4	705000	715000	Genes	4
1442	Supercontig_1.4	705000	715000	PopA.INDEL.fixed	0
1442	Supercontig_1.4	705000	715000	PopA.INDEL.lungonly	2
1442	Supercontig_1.4	705000	715000	PopA.SNP.fixed	1
1442	Supercontig_1.4	705000	715000	PopA.SNP.lungonly	0
1442	Supercontig_1.4	705000	715000	repeats	0
1443	Supercontig_1.4	710000	720000	Genes	5
1443	Supercontig_1.4	710000	720000	PopA.INDEL.fixed	1
1443	Supercontig_1.4	710000	720000	PopA.INDEL.lungonly	1
1443	Supercontig_1.4	710000	720000	PopA.SNP.fixed	1
1443	Supercontig_1.4	710000	720000	PopA.SNP.lungonly	0
1443	Supercontig_1.4	710000	720000	repeats	0
1444	Supercontig_1.4	715000	725000	Genes	7
1444	Supercontig_1.4	715000	725000	PopA.INDEL.fixed	2
1444	Supercontig_1.4	715000	725000	PopA.INDEL.lungonly	0
1444	Supercontig_1.4	715000	725000	PopA.SNP.fixed	1
1444	Supercontig_1.4	715000	725000	PopA.SNP.lungonly	0
1444	Supercontig_1.4	715000	725000	repeats	0
1445	Supercontig_1.4	720000	730000	Genes	7
1445	Supercontig_1.4	720000	730000	PopA.INDEL.fixed	1
1445	Supercontig_1.4	720000	730000	PopA.INDEL.lungonly	0
1445	Supercontig_1.4	720000	730000	PopA.SNP.fixed	1
1445	Supercontig_1.4	720000	730000	PopA.SNP.lungonly	0
1445	Supercontig_1.4	720000	730000	repeats	1
1446	Supercontig_1.4	725000	735000	Genes	7
1446	Supercontig_1.4	725000	735000	PopA.INDEL.fixed	0
1446	Supercontig_1.4	725000	735000	PopA.INDEL.lungonly	0
1446	Supercontig_1.4	725000	735000	PopA.SNP.fixed	0
1446	Supercontig_1.4	725000	735000	PopA.SNP.lungonly	0
1446	Supercontig_1.4	725000	735000	repeats	1
1447	Supercontig_1.4	730000	740000	Genes	5
1447	Supercontig_1.4	730000	740000	PopA.INDEL.fixed	0
1447	Supercontig_1.4	730000	740000	PopA.INDEL.lungonly	0
1447	Supercontig_1.4	730000	740000	PopA.SNP.fixed	1
1447	Supercontig_1.4	730000	740000	PopA.SNP.lungonly	0
1447	Supercontig_1.4	730000	740000	repeats	1
1448	Supercontig_1.4	735000	745000	Genes	4
1448	Supercontig_1.4	735000	745000	PopA.INDEL.fixed	2
1448	Supercontig_1.4	735000	745000	PopA.INDEL.lungonly	1
1448	Supercontig_1.4	735000	745000	PopA.SNP.fixed	3
1448	Supercontig_1.4	735000	745000	PopA.SNP.lungonly	0
1448	Supercontig_1.4	735000	745000	repeats	1
1449	Supercontig_1.4	740000	750000	Genes	3
1449	Supercontig_1.4	740000	750000	PopA.INDEL.fixed	4
1449	Supercontig_1.4	740000	750000	PopA.INDEL.lungonly	1
1449	Supercontig_1.4	740000	750000	PopA.SNP.fixed	9
1449	Supercontig_1.4	740000	750000	PopA.SNP.lungonly	0
1449	Supercontig_1.4	740000	750000	repeats	0
1450	Supercontig_1.4	745000	755000	Genes	3
1450	Supercontig_1.4	745000	755000	PopA.INDEL.fixed	3
1450	Supercontig_1.4	745000	755000	PopA.INDEL.lungonly	0
1450	Supercontig_1.4	745000	755000	PopA.SNP.fixed	12
1450	Supercontig_1.4	745000	755000	PopA.SNP.lungonly	0
1450	Supercontig_1.4	745000	755000	repeats	0
1451	Supercontig_1.4	750000	760000	Genes	2
1451	Supercontig_1.4	750000	760000	PopA.INDEL.fixed	3
1451	Supercontig_1.4	750000	760000	PopA.INDEL.lungonly	1
1451	Supercontig_1.4	750000	760000	PopA.SNP.fixed	18
1451	Supercontig_1.4	750000	760000	PopA.SNP.lungonly	0
1451	Supercontig_1.4	750000	760000	repeats	0
1452	Supercontig_1.4	755000	765000	Genes	7
1452	Supercontig_1.4	755000	765000	PopA.INDEL.fixed	3
1452	Supercontig_1.4	755000	765000	PopA.INDEL.lungonly	2
1452	Supercontig_1.4	755000	765000	PopA.SNP.fixed	31
1452	Supercontig_1.4	755000	765000	PopA.SNP.lungonly	0
1452	Supercontig_1.4	755000	765000	repeats	0
1453	Supercontig_1.4	760000	770000	Genes	9
1453	Supercontig_1.4	760000	770000	PopA.INDEL.fixed	9
1453	Supercontig_1.4	760000	770000	PopA.INDEL.lungonly	1
1453	Supercontig_1.4	760000	770000	PopA.SNP.fixed	35
1453	Supercontig_1.4	760000	770000	PopA.SNP.lungonly	0
1453	Supercontig_1.4	760000	770000	repeats	0
1454	Supercontig_1.4	765000	775000	Genes	9
1454	Supercontig_1.4	765000	775000	PopA.INDEL.fixed	10
1454	Supercontig_1.4	765000	775000	PopA.INDEL.lungonly	0
1454	Supercontig_1.4	765000	775000	PopA.SNP.fixed	33
1454	Supercontig_1.4	765000	775000	PopA.SNP.lungonly	0
1454	Supercontig_1.4	765000	775000	repeats	0
1455	Supercontig_1.4	770000	780000	Genes	7
1455	Supercontig_1.4	770000	780000	PopA.INDEL.fixed	2
1455	Supercontig_1.4	770000	780000	PopA.INDEL.lungonly	0
1455	Supercontig_1.4	770000	780000	PopA.SNP.fixed	31
1455	Supercontig_1.4	770000	780000	PopA.SNP.lungonly	0
1455	Supercontig_1.4	770000	780000	repeats	0
1456	Supercontig_1.4	775000	785000	Genes	5
1456	Supercontig_1.4	775000	785000	PopA.INDEL.fixed	0
1456	Supercontig_1.4	775000	785000	PopA.INDEL.lungonly	0
1456	Supercontig_1.4	775000	785000	PopA.SNP.fixed	26
1456	Supercontig_1.4	775000	785000	PopA.SNP.lungonly	0
1456	Supercontig_1.4	775000	785000	repeats	2
1457	Supercontig_1.4	780000	790000	Genes	8
1457	Supercontig_1.4	780000	790000	PopA.INDEL.fixed	3
1457	Supercontig_1.4	780000	790000	PopA.INDEL.lungonly	0
1457	Supercontig_1.4	780000	790000	PopA.SNP.fixed	46
1457	Supercontig_1.4	780000	790000	PopA.SNP.lungonly	0
1457	Supercontig_1.4	780000	790000	repeats	2
1458	Supercontig_1.4	785000	795000	Genes	8
1458	Supercontig_1.4	785000	795000	PopA.INDEL.fixed	3
1458	Supercontig_1.4	785000	795000	PopA.INDEL.lungonly	0
1458	Supercontig_1.4	785000	795000	PopA.SNP.fixed	43
1458	Supercontig_1.4	785000	795000	PopA.SNP.lungonly	1
1458	Supercontig_1.4	785000	795000	repeats	0
1459	Supercontig_1.4	790000	800000	Genes	6
1459	Supercontig_1.4	790000	800000	PopA.INDEL.fixed	4
1459	Supercontig_1.4	790000	800000	PopA.INDEL.lungonly	0
1459	Supercontig_1.4	790000	800000	PopA.SNP.fixed	39
1459	Supercontig_1.4	790000	800000	PopA.SNP.lungonly	1
1459	Supercontig_1.4	790000	800000	repeats	0
1460	Supercontig_1.4	795000	805000	Genes	8
1460	Supercontig_1.4	795000	805000	PopA.INDEL.fixed	5
1460	Supercontig_1.4	795000	805000	PopA.INDEL.lungonly	0
1460	Supercontig_1.4	795000	805000	PopA.SNP.fixed	58
1460	Supercontig_1.4	795000	805000	PopA.SNP.lungonly	0
1460	Supercontig_1.4	795000	805000	repeats	0
1461	Supercontig_1.4	800000	810000	Genes	11
1461	Supercontig_1.4	800000	810000	PopA.INDEL.fixed	3
1461	Supercontig_1.4	800000	810000	PopA.INDEL.lungonly	0
1461	Supercontig_1.4	800000	810000	PopA.SNP.fixed	53
1461	Supercontig_1.4	800000	810000	PopA.SNP.lungonly	0
1461	Supercontig_1.4	800000	810000	repeats	0
1462	Supercontig_1.4	805000	815000	Genes	8
1462	Supercontig_1.4	805000	815000	PopA.INDEL.fixed	6
1462	Supercontig_1.4	805000	815000	PopA.INDEL.lungonly	0
1462	Supercontig_1.4	805000	815000	PopA.SNP.fixed	54
1462	Supercontig_1.4	805000	815000	PopA.SNP.lungonly	0
1462	Supercontig_1.4	805000	815000	repeats	1
1463	Supercontig_1.4	810000	820000	Genes	4
1463	Supercontig_1.4	810000	820000	PopA.INDEL.fixed	11
1463	Supercontig_1.4	810000	820000	PopA.INDEL.lungonly	0
1463	Supercontig_1.4	810000	820000	PopA.SNP.fixed	120
1463	Supercontig_1.4	810000	820000	PopA.SNP.lungonly	0
1463	Supercontig_1.4	810000	820000	repeats	1
1464	Supercontig_1.4	815000	825000	Genes	4
1464	Supercontig_1.4	815000	825000	PopA.INDEL.fixed	8
1464	Supercontig_1.4	815000	825000	PopA.INDEL.lungonly	0
1464	Supercontig_1.4	815000	825000	PopA.SNP.fixed	189
1464	Supercontig_1.4	815000	825000	PopA.SNP.lungonly	0
1464	Supercontig_1.4	815000	825000	repeats	0
1465	Supercontig_1.4	820000	830000	Genes	5
1465	Supercontig_1.4	820000	830000	PopA.INDEL.fixed	3
1465	Supercontig_1.4	820000	830000	PopA.INDEL.lungonly	3
1465	Supercontig_1.4	820000	830000	PopA.SNP.fixed	178
1465	Supercontig_1.4	820000	830000	PopA.SNP.lungonly	0
1465	Supercontig_1.4	820000	830000	repeats	0
1466	Supercontig_1.4	825000	835000	Genes	7
1466	Supercontig_1.4	825000	835000	PopA.INDEL.fixed	9
1466	Supercontig_1.4	825000	835000	PopA.INDEL.lungonly	4
1466	Supercontig_1.4	825000	835000	PopA.SNP.fixed	142
1466	Supercontig_1.4	825000	835000	PopA.SNP.lungonly	0
1466	Supercontig_1.4	825000	835000	repeats	0
1467	Supercontig_1.4	830000	840000	Genes	7
1467	Supercontig_1.4	830000	840000	PopA.INDEL.fixed	12
1467	Supercontig_1.4	830000	840000	PopA.INDEL.lungonly	1
1467	Supercontig_1.4	830000	840000	PopA.SNP.fixed	128
1467	Supercontig_1.4	830000	840000	PopA.SNP.lungonly	0
1467	Supercontig_1.4	830000	840000	repeats	0
1468	Supercontig_1.4	835000	845000	Genes	9
1468	Supercontig_1.4	835000	845000	PopA.INDEL.fixed	16
1468	Supercontig_1.4	835000	845000	PopA.INDEL.lungonly	0
1468	Supercontig_1.4	835000	845000	PopA.SNP.fixed	137
1468	Supercontig_1.4	835000	845000	PopA.SNP.lungonly	1
1468	Supercontig_1.4	835000	845000	repeats	0
1469	Supercontig_1.4	840000	850000	Genes	9
1469	Supercontig_1.4	840000	850000	PopA.INDEL.fixed	18
1469	Supercontig_1.4	840000	850000	PopA.INDEL.lungonly	0
1469	Supercontig_1.4	840000	850000	PopA.SNP.fixed	144
1469	Supercontig_1.4	840000	850000	PopA.SNP.lungonly	1
1469	Supercontig_1.4	840000	850000	repeats	0
1470	Supercontig_1.4	845000	855000	Genes	6
1470	Supercontig_1.4	845000	855000	PopA.INDEL.fixed	11
1470	Supercontig_1.4	845000	855000	PopA.INDEL.lungonly	1
1470	Supercontig_1.4	845000	855000	PopA.SNP.fixed	155
1470	Supercontig_1.4	845000	855000	PopA.SNP.lungonly	0
1470	Supercontig_1.4	845000	855000	repeats	0
1471	Supercontig_1.4	850000	860000	Genes	7
1471	Supercontig_1.4	850000	860000	PopA.INDEL.fixed	5
1471	Supercontig_1.4	850000	860000	PopA.INDEL.lungonly	1
1471	Supercontig_1.4	850000	860000	PopA.SNP.fixed	149
1471	Supercontig_1.4	850000	860000	PopA.SNP.lungonly	0
1471	Supercontig_1.4	850000	860000	repeats	1
1472	Supercontig_1.4	855000	865000	Genes	8
1472	Supercontig_1.4	855000	865000	PopA.INDEL.fixed	2
1472	Supercontig_1.4	855000	865000	PopA.INDEL.lungonly	0
1472	Supercontig_1.4	855000	865000	PopA.SNP.fixed	161
1472	Supercontig_1.4	855000	865000	PopA.SNP.lungonly	0
1472	Supercontig_1.4	855000	865000	repeats	1
1473	Supercontig_1.4	860000	870000	Genes	7
1473	Supercontig_1.4	860000	870000	PopA.INDEL.fixed	2
1473	Supercontig_1.4	860000	870000	PopA.INDEL.lungonly	0
1473	Supercontig_1.4	860000	870000	PopA.SNP.fixed	182
1473	Supercontig_1.4	860000	870000	PopA.SNP.lungonly	0
1473	Supercontig_1.4	860000	870000	repeats	0
1474	Supercontig_1.4	865000	875000	Genes	7
1474	Supercontig_1.4	865000	875000	PopA.INDEL.fixed	3
1474	Supercontig_1.4	865000	875000	PopA.INDEL.lungonly	0
1474	Supercontig_1.4	865000	875000	PopA.SNP.fixed	178
1474	Supercontig_1.4	865000	875000	PopA.SNP.lungonly	2
1474	Supercontig_1.4	865000	875000	repeats	0
1475	Supercontig_1.4	870000	880000	Genes	7
